"IDLink","TS1","TS2","TS3","TS4","TS5","TS6","TS7","TS8","TS9","TS10","TS11","TS12","TS13","TS14","TS15","TS16","TS17","TS18","TS19","TS20","TS21","TS22","TS23","TS24","TS25","TS26","TS27","TS28","TS29","TS30","TS31","TS32","TS33","TS34","TS35","TS36","TS37","TS38","TS39","TS40","TS41","TS42","TS43","TS44","TS45","TS46","TS47","TS48","TS49","TS50","TS51","TS52","TS53","TS54","TS55","TS56","TS57","TS58","TS59","TS60","TS61","TS62","TS63","TS64","TS65","TS66","TS67","TS68","TS69","TS70","TS71","TS72","TS73","TS74","TS75","TS76","TS77","TS78","TS79","TS80","TS81","TS82","TS83","TS84","TS85","TS86","TS87","TS88","TS89","TS90","TS91","TS92","TS93","TS94","TS95","TS96","TS97","TS98","TS99","TS100","TS101","TS102","TS103","TS104","TS105","TS106","TS107","TS108","TS109","TS110","TS111","TS112","TS113","TS114","TS115","TS116","TS117","TS118","TS119","TS120","TS121","TS122","TS123","TS124","TS125","TS126","TS127","TS128","TS129","TS130","TS131","TS132","TS133","TS134","TS135","TS136","TS137","TS138","TS139","TS140","TS141","TS142","TS143","TS144"
61888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4637,4659,4694,4725,4753,4775,4805,4835,4861,4886,4934,4982,5022,5057,5083,5116,5151,5185,5210,5233,5252,5280,5307,5332,5354,5376,5411,5428,5449,5465,5483,5502,5519,5528,5538,5548,5560,5578,5592,5602,5622,5653,5678,5693,5708,5733,5752,5778,5802,5824,5844,5871,5887,5911,5936,5965,5985,6012,6030,6045,6061,6070,6081,6094,6108,6125,6137,6147,6157,6157,6176,6186,6192,6204,6213,6222,6240,6248,6258,6266,6276,6288,6295,6303,6308,6321,6327,6337,6342,6357,6362,6367,6381,6403,6416,6422,6426,6433,6440,6451,6455,6459,6464,6475,6478,6480,6485,6492,6501,6505,6510,6514,6520,6525,6536,6536,6536
61889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,195,199,205,209,209,211,214,220,220,223,224,229,234,237,238,241,245,248,249,250,252,252,253,253,254,255,255,255,257,257,258,258,258,259,259,259,259,259,259,259,259,259,259,261,262,262,262,263,264,264,264,265,265,265,265,265,266,267,268,269,270,270,270,271,271,272,273,273,274,274,276,277,277,278,278,278,280,281,281,281,281,282,282,283,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
61890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
61891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,387,395,400,408,422,425,429,439,451,462,469,474,481,488,492,494,500,509,517,523,527,534,537,541,543,547,548,550,551,553,555,561,565,568,570,571,571,572,572,574,575,575,580,582,619,638,656,668,681,687,695,705,711,724,728,735,742,749,757,767,776,778,786,794,797,800,809,819,821,821,831,835,838,841,848,851,857,859,861,866,868,874,877,879,881,883,886,889,895,896,900,903,906,908,909,910,912,914,917,918,919,919,921,922,922,924,924,925,925,926,926,928,929,930,930,930,930,930,930,930,930,930,930
61892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,33,33,33,33,33,33,35,36,36,36,36,36,36,38,38,39,40,41,41,42,42,42,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,46,46,46,46,47,47,47,48,48,48,48,48,48,48,48,49,49,49,49,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
61893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
61894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,65,65,67,67,67,67,68,68,68,69,70,70,71,72,72,73,73,75,75,75,75,75,75,75,76,76,76,76,76,78,78,78,78,79,80,80,80,81,81,81,81,81,81,81,81,81,81,81,83,83,83,83,83,83,85,85,85,86,88,90,90,90,90,90,90,90,90,90,90,91,91,91,91,92,92,93,93,93,93,93,93,93,93,94,94,95,95,95,96,96,96,96,96,96,96,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97
61895,-1,-1,-1,12,19,22,29,31,31,32,40,45,48,50,51,51,51,51,51,52,52,52,52,52,53,55,59,59,60,60,60,60,61,61,62,62,62,62,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
61896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,189,200,213,224,239,245,257,268,282,295,307,317,336,348,355,371,390,405,424,437,450,459,469,474,484,490,492,494,497,497,501,503,503,504,504,505,506,509,512,515,519,524,528,529,531,537,542,549,552,555,560,570,570,574,577,585,586,591,593,596,599,599,602,604,605,606,607,607,608,608,610,611,611,612,612,613,616,616,617,618,620,620,622,622,622,624,624,624,626,629,631,632,633,633,633,634,634,634,635,635,635,635,635,635,635,635,636,636,637,637,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639
61897,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
61898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1698,1794,1871,1961,2032,2111,2183,2265,2324,2378,2435,2489,2536,2583,2640,2694,2736,2780,2839,2885,2924,2959,3007,3041,3080,3108,3133,3164,3181,3202,3215,3233,3251,3269,3282,3298,3316,3348,3380,3406,3437,3477,3510,3578,3640,3674,3721,3760,3800,3834,3874,3914,3960,3972,3998,4027,4043,4060,4081,4095,4106,4115,4130,4141,4146,4154,4162,4169,4181,4181,4205,4212,4223,4228,4239,4245,4254,4262,4271,4285,4295,4303,4311,4321,4329,4336,4343,4349,4352,4364,4369,4371,4373,4375,4377,4383,4384,4384,4386,4387,4387,4389,4393,4393,4393,4394,4395,4396,4396,4398,4401,4402,4404,4427,4430,4430,4430,4430,4430,4430,4430,4430,4430
61899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1461,1496,1539,1568,1613,1643,1682,1727,1752,1792,1831,1875,1917,1957,1998,2018,2056,2073,2101,2117,2136,2152,2167,2179,2192,2201,2215,2220,2222,2228,2236,2242,2249,2255,2260,2266,2275,2282,2292,2297,2305,2320,2337,2352,2382,2401,2419,2431,2443,2457,2464,2471,2482,2489,2501,2508,2521,2532,2538,2542,2547,2552,2558,2564,2569,2577,2582,2587,2591,2591,2602,2605,2608,2614,2621,2626,2633,2635,2641,2649,2656,2660,2666,2671,2679,2682,2688,2690,2693,2696,2700,2702,2708,2713,2717,2725,2725,2726,2727,2728,2728,2730,2732,2733,2735,2736,2736,2736,2737,2739,2739,2739,2739,2742,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746
61900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,286,286,286,287,288,288,288,288,288,289,290,290,292,292,292,292,292,293,293,293,293,293,293,293,294,294,296,296,296,296,296,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,299,299,302,302,303,306,307,308,308,308,308,308,308,308,308,308,308,309,309,309
61901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3921,3923,3930,3936
61902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,390,396,402,404,406,409,412,418,421,426,430,433,437,443,453,463,473,479,484,488,492,495,495,499,501,502,502,504,506,506,506,506,506,506,507,508,509,510,512,514,514,517,520,523,525,529,530,532,535,537,537,544,545,548,549,549,549,549,550,550,555,555,555,555,556,556,556,557,558,558,559,559,559,559,559,560,561,561,562,562,562,563,563,564,565,565,567,568,568,570,571,571,571,572,573,573,573,574,574
61904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,98,98,98,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,100,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,103,103,103,103,104,104,104,104,104,104,104,104,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,107,108,108,108,108,108,108,108,108,108,108,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
61905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,276,276,276,276
61906,-1,-1,-1,-1,-1,-1,187,306,426,522,613,675,728,786,839,898,956,995,1047,1080,1114,1137,1177,1216,1247,1265,1291,1314,1328,1342,1353,1363,1366,1371,1377,1391,1402,1406,1411,1415,1427,1434,1441,1460,1475,1483,1505,1529,1547,1567,1593,1612,1629,1643,1660,1674,1686,1699,1719,1733,1755,1765,1773,1796,1810,1824,1833,1842,1857,1867,1875,1884,1891,1900,1910,1910,1929,1940,1949,1954,1963,1972,1983,1991,1999,2005,2011,2016,2021,2026,2037,2044,2052,2077,2089,2101,2110,2121,2130,2138,2143,2147,2150,2153,2157,2159,2161,2163,2164,2165,2165,2167,2168,2172,2181,2181,2187,2189,2191,2192,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196
61907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,458,466,479,489,494,501,505,515,528,533,542,548,551,555,562,574,579,583,587,593,598,604,611,622,625,629,636,639,642,647,651,654,656,656,658,660,660,663,664,667,677,681,687,692,699,703,709,714,717,721,725,729,733,735,738,744,751,752,753,755,757,758,761,763,766,768,773,776,779,779,784,787,790,790,792,792,795,798,798,799,803,806,808,808,812,815,818,821,822,822,823,823,824,824,824,826,826,828,830,830,830,830,831,831,831,831,831,832,832,833,833,834,834,835,837,837,837,837,837,837
61908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,104,104,106,107,113,115,115,121,125,126,126,128,131,133,133,136,137,138,139,139,140,141,142,144,145,146,146,146,146,147,147,147,147,147,148,148,150,152,153,153,154,154,154,155,155,155,155,156,157,158,159,159,160,160,160,160,160,160,160,160,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,162,162,162,162,162,162,162,162,162,162,163,163,163,163,163,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164
61909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206,210,210,215,219,220,222,228,232,235,240,247,249,252,256,262,267,267,268,269,269,269,272,276,277,279,281,282,282,282,283,285,285,285,285,286,288,293,294,295,296,300,302,302,303,303,304,305,306,308,313,315,317,321,322,323,325,328,329,331,332,336,337,338,338,338,339,339,340,340,342,345,345,346,347,348,349,350,351,351,351,352,352,352,352,352,352,352,353,354,355,355,355,356,356,356,356,357,357,357,358,358,358,358,358,358,358,358,358,358,358,358,358,360,360,360,360,360,360,360,360,360,360,360,360,360
61910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,994,996,1001,1005
61911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2943,2953,2965,2977
